[0.0, 0.0]
[1.0826087208445914, 0.9931285828670048]
[1.0816224270254378, 0.993292792777755]
[1.0806358068013353, 0.9934550300295841]
[1.0796488641177402, 0.9936152939737117]
[1.0786616029213985, 0.9937735839692482]
[1.0776740271603298, 0.9939298993831983]
[1.0766861407838115, 0.9940842395904624]
[1.0756979477423632, 0.9942366039738402]
[1.0747094519877307, 0.9943869919240321]
[1.073720657472871, 0.9945354028396426]
[1.0727315681519354, 0.9946818361271822]
[1.071742187980254, 0.9948262912010698]
[1.0707525209143196, 0.994968767483635]
[1.0697625709117728, 0.9951092644051208]
[1.0687723419313861, 0.9952477814036854]
[1.067781837933047, 0.9953843179254044]
[1.0667910628777428, 0.9955188734242737]
[1.0658000207275449, 0.995651447362211]
[1.064808715445593, 0.9957820392090582]
[1.0638171509960785, 0.9959106484425836]
[1.0628253313442297, 0.9960372745484837]
[1.0618332604562952, 0.9961619170203856]
[1.0608409422995282, 0.9962845753598487]
[1.0598483808421717, 0.9964052490763674]
[1.0588555800534398, 0.9965239376873719]
[1.0578625439035056, 0.9966406407182309]
[1.0568692763634808, 0.9967553577022538]
[1.0558757814054065, 0.9968680881806913]
[1.0548820630022286, 0.996978831702739]
[1.0538881251277907, 0.9970875878255376]
[1.0528939717568107, 0.9971943561141756]
[1.0518996068648712, 0.9972991361416907]
[1.0509050344283974, 0.9974019274890715]
[1.0499102584246485, 0.9975027297452596]
[1.0489152828316923, 0.9976015425071505]
[1.0479201116284018, 0.9976983653795957]
[1.046924748794425, 0.9977931979754043]
[1.0459291983101824, 0.9978860399153444]
[1.0449334641568395, 0.9979768908281449]
[1.0439375503163015, 0.9980657503504958]
[1.0429414607711869, 0.9981526181270521]
[1.0419451995048223, 0.9982374938104324]
[1.0409487705012157, 0.9983203770612223]
[1.0399521777450504, 0.9984012675479749]
[1.0389554252216608, 0.9984801649472119]
[1.037958516917024, 0.998557068943426]
[1.0369614568177359, 0.998631979229081]
[1.0359642489110028, 0.9987048955046134]
[1.03496689718462, 0.9987758174784342]
[1.0339694056269597, 0.9988447448669285]
[1.0329717782269507, 0.9989116773944591]
[1.031974018974069, 0.9989766147933646]
[1.030976131858313, 0.9990395568039636]
[1.0299781208701972, 0.9991005031745528]
[1.0289799900007273, 0.9991594536614105]
[1.0279817432413916, 0.9992164080287955]
[1.0269833845841392, 0.9992713660489498]
[1.0259849180213705, 0.9993243275020982]
[1.0249863475459116, 0.99937529217645]
[1.0239876771510101, 0.9994242598681996]
[1.0229889108303085, 0.9994712303815267]
[1.021990052577837, 0.9995162035285983]
[1.0209911063879893, 0.9995591791295683]
[1.0199920762555148, 0.9996001570125791]
[1.0189929661754948, 0.9996391370137617]
[1.0179937801433339, 0.9996761189772364]
[1.0169945221547365, 0.9997111027551141]
[1.0159951962056992, 0.9997440882074957]
[1.0149958062924862, 0.9997750752024737]
[1.0139963564116214, 0.9998040636161324]
[1.0129968505598639, 0.9998310533325482]
[1.0119972927342011, 0.9998560442437902]
[1.0109976869318253, 0.9998790362499208]
[1.0099980371501225, 0.9999000292589958]
[1.008998347386653, 0.9999190231870649]
[1.0079986216391383, 0.9999360179581722]
[1.006998863905443, 0.9999510135043563]
[1.00599907818356, 0.9999640097656507]
[1.0049992684715936, 0.9999750066900833]
[1.003999438767745, 0.9999840042336784]
[1.0029995930702946, 0.9999910023604551]
[1.0019997353775867, 0.9999960010424279]
[1.0009998696880136, 0.9999990002596075]
[1.0, 1.0]
[0.999, 1.0]
[0.998, 1.0]
[0.997, 1.0]
[0.996, 1.0]
[0.995, 1.0]
[0.994, 1.0]
[0.993, 1.0]
[0.992, 1.0]
[0.991, 1.0]
[0.99, 1.0]
[0.989, 1.0]
[0.988, 1.0]
[0.987, 1.0]
[0.986, 1.0]
[0.985, 1.0]
[0.984, 1.0]
[0.983, 1.0]
[0.982, 1.0]
[0.981, 1.0]
[0.98, 1.0]
[0.979, 1.0]
[0.978, 1.0]
[0.977, 1.0]
[0.976, 1.0]
[0.975, 1.0]
[0.974, 1.0]
[0.973, 1.0]
[0.972, 1.0]
[0.971, 1.0]
[0.97, 1.0]
[0.969, 1.0]
[0.968, 1.0]
[0.967, 1.0]
[0.966, 1.0]
[0.965, 1.0]
[0.964, 1.0]
[0.963, 1.0]
[0.962, 1.0]
[0.961, 1.0]
[0.96, 1.0]
[0.959, 1.0]
[0.958, 1.0]
[0.957, 1.0]
[0.956, 1.0]
[0.955, 1.0]
[0.954, 1.0]
[0.953, 1.0]
[0.952, 1.0]
[0.951, 1.0]
[0.95, 1.0]
[0.949, 1.0]
[0.948, 1.0]
[0.947, 1.0]
[0.946, 1.0]
[0.945, 1.0]
[0.944, 1.0]
[0.943, 1.0]
[0.942, 1.0]
[0.941, 1.0]
[0.94, 1.0]
[0.939, 1.0]
[0.938, 1.0]
[0.937, 1.0]
[0.936, 1.0]
[0.935, 1.0]
[0.934, 1.0]
[0.933, 1.0]
[0.932, 1.0]
[0.931, 1.0]
[0.93, 1.0]
[0.929, 1.0]
[0.928, 1.0]
[0.927, 1.0]
[0.926, 1.0]
[0.925, 1.0]
[0.924, 1.0]
[0.923, 1.0]
[0.922, 1.0]
[0.921, 1.0]
[0.92, 1.0]
[0.919, 1.0]
[0.918, 1.0]
[0.917, 1.0]
[0.916, 1.0]
[0.915, 1.0]
[0.914, 1.0]
[0.913, 1.0]
[0.912, 1.0]
[0.911, 1.0]
[0.91, 1.0]
[0.909, 1.0]
[0.908, 1.0]
[0.907, 1.0]
[0.906, 1.0]
[0.905, 1.0]
[0.904, 1.0]
[0.903, 1.0]
[0.902, 1.0]
[0.901, 1.0]
[0.9, 1.0]
[0.899, 1.0]
[0.898, 1.0]
[0.897, 1.0]
[0.896, 1.0]
[0.895, 1.0]
[0.894, 1.0]
[0.893, 1.0]
[0.892, 1.0]
[0.891, 1.0]
[0.89, 1.0]
[0.889, 1.0]
[0.888, 1.0]
[0.887, 1.0]
[0.886, 1.0]
[0.885, 1.0]
[0.884, 1.0]
[0.883, 1.0]
[0.882, 1.0]
[0.881, 1.0]
[0.88, 1.0]
[0.879, 1.0]
[0.878, 1.0]
[0.877, 1.0]
[0.876, 1.0]
[0.875, 1.0]
[0.874, 1.0]
[0.873, 1.0]
[0.872, 1.0]
[0.871, 1.0]
[0.87, 1.0]
[0.869, 1.0]
[0.868, 1.0]
[0.867, 1.0]
[0.866, 1.0]
[0.865, 1.0]
[0.864, 1.0]
[0.863, 1.0]
[0.862, 1.0]
[0.861, 1.0]
[0.86, 1.0]
[0.859, 1.0]
[0.858, 1.0]
[0.857, 1.0]
[0.856, 1.0]
[0.855, 1.0]
[0.854, 1.0]
[0.853, 1.0]
[0.852, 1.0]
[0.851, 1.0]
[0.85, 1.0]
[0.849, 1.0]
[0.848, 1.0]
[0.847, 1.0]
[0.846, 1.0]
[0.845, 1.0]
[0.844, 1.0]
[0.843, 1.0]
[0.842, 1.0]
[0.841, 1.0]
[0.84, 1.0]
[0.839, 1.0]
[0.838, 1.0]
[0.837, 1.0]
[0.836, 1.0]
[0.835, 1.0]
[0.834, 1.0]
[0.833, 1.0]
[0.832, 1.0]
[0.831, 1.0]
[0.83, 1.0]
[0.829, 1.0]
[0.828, 1.0]
[0.827, 1.0]
[0.826, 1.0]
[0.825, 1.0]
[0.824, 1.0]
[0.823, 1.0]
[0.822, 1.0]
[0.821, 1.0]
[0.82, 1.0]
[0.819, 1.0]
[0.818, 1.0]
[0.817, 1.0]
[0.816, 1.0]
[0.815, 1.0]
[0.814, 1.0]
[0.813, 1.0]
[0.812, 1.0]
[0.811, 1.0]
[0.81, 1.0]
[0.809, 1.0]
[0.808, 1.0]
[0.807, 1.0]
[0.806, 1.0]
[0.805, 1.0]
[0.804, 1.0]
[0.803, 1.0]
[0.802, 1.0]
[0.801, 1.0]
[0.8, 1.0]
[0.799, 1.0]
[0.798, 1.0]
[0.797, 1.0]
[0.796, 1.0]
[0.795, 1.0]
[0.794, 1.0]
[0.793, 1.0]
[0.792, 1.0]
[0.791, 1.0]
[0.79, 1.0]
[0.789, 1.0]
[0.788, 1.0]
[0.787, 1.0]
[0.786, 1.0]
[0.785, 1.0]
[0.784, 1.0]
[0.783, 1.0]
[0.782, 1.0]
[0.781, 1.0]
[0.78, 1.0]
[0.779, 1.0]
[0.778, 1.0]
[0.777, 1.0]
[0.776, 1.0]
[0.775, 1.0]
[0.774, 1.0]
[0.773, 1.0]
[0.772, 1.0]
[0.771, 1.0]
[0.77, 1.0]
[0.769, 1.0]
[0.768, 1.0]
[0.767, 1.0]
[0.766, 1.0]
[0.765, 1.0]
[0.764, 1.0]
[0.763, 1.0]
[0.762, 1.0]
[0.761, 1.0]
[0.76, 1.0]
[0.759, 1.0]
[0.758, 1.0]
[0.757, 1.0]
[0.756, 1.0]
[0.755, 1.0]
[0.754, 1.0]
[0.753, 1.0]
[0.752, 1.0]
[0.751, 1.0]
[0.75, 1.0]
[0.749, 1.0]
[0.748, 1.0]
[0.747, 1.0]
[0.746, 1.0]
[0.745, 1.0]
[0.744, 1.0]
[0.743, 1.0]
[0.742, 1.0]
[0.741, 1.0]
[0.74, 1.0]
[0.739, 1.0]
[0.738, 1.0]
[0.737, 1.0]
[0.736, 1.0]
[0.735, 1.0]
[0.734, 1.0]
[0.733, 1.0]
[0.732, 1.0]
[0.731, 1.0]
[0.73, 1.0]
[0.729, 1.0]
[0.728, 1.0]
[0.727, 1.0]
[0.726, 1.0]
[0.725, 1.0]
[0.724, 1.0]
[0.723, 1.0]
[0.722, 1.0]
[0.721, 1.0]
[0.72, 1.0]
[0.719, 1.0]
[0.718, 1.0]
[0.717, 1.0]
[0.716, 1.0]
[0.715, 1.0]
[0.714, 1.0]
[0.713, 1.0]
[0.712, 1.0]
[0.711, 1.0]
[0.71, 1.0]
[0.709, 1.0]
[0.708, 1.0]
[0.707, 1.0]
[0.706, 1.0]
[0.705, 1.0]
[0.704, 1.0]
[0.703, 1.0]
[0.702, 1.0]
[0.701, 1.0]
[0.7, 1.0]
[0.699, 1.0]
[0.698, 1.0]
[0.697, 1.0]
[0.696, 1.0]
[0.695, 1.0]
[0.694, 1.0]
[0.693, 1.0]
[0.692, 1.0]
[0.691, 1.0]
[0.69, 1.0]
[0.689, 1.0]
[0.688, 1.0]
[0.687, 1.0]
[0.686, 1.0]
[0.685, 1.0]
[0.684, 1.0]
[0.683, 1.0]
[0.682, 1.0]
[0.681, 1.0]
[0.68, 1.0]
[0.679, 1.0]
[0.678, 1.0]
[0.677, 1.0]
[0.676, 1.0]
[0.675, 1.0]
[0.674, 1.0]
[0.673, 1.0]
[0.672, 1.0]
[0.671, 1.0]
[0.67, 1.0]
[0.669, 1.0]
[0.668, 1.0]
[0.667, 1.0]
[0.666, 1.0]
[0.665, 1.0]
[0.664, 1.0]
[0.663, 1.0]
[0.662, 1.0]
[0.661, 1.0]
[0.66, 1.0]
[0.659, 1.0]
[0.658, 1.0]
[0.657, 1.0]
[0.656, 1.0]
[0.655, 1.0]
[0.654, 1.0]
[0.653, 1.0]
[0.652, 1.0]
[0.651, 1.0]
[0.65, 1.0]
[0.649, 1.0]
[0.648, 1.0]
[0.647, 1.0]
[0.646, 1.0]
[0.645, 1.0]
[0.644, 1.0]
[0.643, 1.0]
[0.642, 1.0]
[0.641, 1.0]
[0.64, 1.0]
[0.639, 1.0]
[0.638, 1.0]
[0.637, 1.0]
[0.636, 1.0]
[0.635, 1.0]
[0.634, 1.0]
[0.633, 1.0]
[0.632, 1.0]
[0.631, 1.0]
[0.63, 1.0]
[0.629, 1.0]
[0.628, 1.0]
[0.627, 1.0]
[0.626, 1.0]
[0.625, 1.0]
[0.624, 1.0]
[0.623, 1.0]
[0.622, 1.0]
[0.621, 1.0]
[0.62, 1.0]
[0.619, 1.0]
[0.618, 1.0]
[0.617, 1.0]
[0.616, 1.0]
[0.615, 1.0]
[0.614, 1.0]
[0.613, 1.0]
[0.612, 1.0]
[0.611, 1.0]
[0.61, 1.0]
[0.609, 1.0]
[0.608, 1.0]
[0.607, 1.0]
[0.606, 1.0]
[0.605, 1.0]
[0.604, 1.0]
[0.603, 1.0]
[0.602, 1.0]
[0.601, 1.0]
[0.6, 1.0]
[0.599, 1.0]
[0.598, 1.0]
[0.597, 1.0]
[0.596, 1.0]
[0.595, 1.0]
[0.594, 1.0]
[0.593, 1.0]
[0.592, 1.0]
[0.591, 1.0]
[0.59, 1.0]
[0.589, 1.0]
[0.588, 1.0]
[0.587, 1.0]
[0.586, 1.0]
[0.585, 1.0]
[0.584, 1.0]
[0.583, 1.0]
[0.582, 1.0]
[0.581, 1.0]
[0.58, 1.0]
[0.579, 1.0]
[0.578, 1.0]
[0.577, 1.0]
[0.576, 1.0]
[0.575, 1.0]
[0.574, 1.0]
[0.573, 1.0]
[0.572, 1.0]
[0.571, 1.0]
[0.57, 1.0]
[0.569, 1.0]
[0.568, 1.0]
[0.567, 1.0]
[0.566, 1.0]
[0.565, 1.0]
[0.564, 1.0]
[0.563, 1.0]
[0.562, 1.0]
[0.561, 1.0]
[0.56, 1.0]
[0.559, 1.0]
[0.558, 1.0]
[0.557, 1.0]
[0.556, 1.0]
[0.555, 1.0]
[0.554, 1.0]
[0.553, 1.0]
[0.552, 1.0]
[0.551, 1.0]
[0.55, 1.0]
[0.549, 1.0]
[0.548, 1.0]
[0.547, 1.0]
[0.546, 1.0]
[0.545, 1.0]
[0.544, 1.0]
[0.543, 1.0]
[0.542, 1.0]
[0.541, 1.0]
[0.54, 1.0]
[0.539, 1.0]
[0.538, 1.0]
[0.537, 1.0]
[0.536, 1.0]
[0.535, 1.0]
[0.534, 1.0]
[0.533, 1.0]
[0.532, 1.0]
[0.531, 1.0]
[0.53, 1.0]
[0.529, 1.0]
[0.528, 1.0]
[0.527, 1.0]
[0.526, 1.0]
[0.525, 1.0]
[0.524, 1.0]
[0.523, 1.0]
[0.522, 1.0]
[0.521, 1.0]
[0.52, 1.0]
[0.519, 1.0]
[0.518, 1.0]
[0.517, 1.0]
[0.516, 1.0]
[0.515, 1.0]
[0.514, 1.0]
[0.513, 1.0]
[0.512, 1.0]
[0.511, 1.0]
[0.51, 1.0]
[0.509, 1.0]
[0.508, 1.0]
[0.507, 1.0]
[0.506, 1.0]
[0.505, 1.0]
[0.504, 1.0]
[0.503, 1.0]
[0.502, 1.0]
[0.501, 1.0]
[0.5, 1.0]
[0.499, 1.0]
[0.498, 1.0]
[0.497, 1.0]
[0.496, 1.0]
[0.495, 1.0]
[0.494, 1.0]
[0.493, 1.0]
[0.492, 1.0]
[0.491, 1.0]
[0.49, 1.0]
[0.489, 1.0]
[0.488, 1.0]
[0.487, 1.0]
[0.486, 1.0]
[0.485, 1.0]
[0.484, 1.0]
[0.483, 1.0]
[0.482, 1.0]
[0.481, 1.0]
[0.48, 1.0]
[0.479, 1.0]
[0.478, 1.0]
[0.477, 1.0]
[0.476, 1.0]
[0.475, 1.0]
[0.474, 1.0]
[0.473, 1.0]
[0.472, 1.0]
[0.471, 1.0]
[0.47, 1.0]
[0.469, 1.0]
[0.468, 1.0]
[0.467, 1.0]
[0.466, 1.0]
[0.465, 1.0]
[0.464, 1.0]
[0.463, 1.0]
[0.462, 1.0]
[0.461, 1.0]
[0.46, 1.0]
[0.459, 1.0]
[0.458, 1.0]
[0.457, 1.0]
[0.456, 1.0]
[0.455, 1.0]
[0.454, 1.0]
[0.453, 1.0]
[0.452, 1.0]
[0.451, 1.0]
[0.45, 1.0]
[0.449, 1.0]
[0.448, 1.0]
[0.447, 1.0]
[0.446, 1.0]
[0.445, 1.0]
[0.444, 1.0]
[0.443, 1.0]
[0.442, 1.0]
[0.441, 1.0]
[0.44, 1.0]
[0.439, 1.0]
[0.438, 1.0]
[0.437, 1.0]
[0.436, 1.0]
[0.435, 1.0]
[0.434, 1.0]
[0.433, 1.0]
[0.432, 1.0]
[0.431, 1.0]
[0.43, 1.0]
[0.429, 1.0]
[0.428, 1.0]
[0.427, 1.0]
[0.426, 1.0]
[0.425, 1.0]
[0.424, 1.0]
[0.423, 1.0]
[0.422, 1.0]
[0.421, 1.0]
[0.42, 1.0]
[0.419, 1.0]
[0.418, 1.0]
[0.417, 1.0]
[0.416, 1.0]
[0.415, 1.0]
[0.414, 1.0]
[0.413, 1.0]
[0.412, 1.0]
[0.411, 1.0]
[0.41, 1.0]
[0.409, 1.0]
[0.408, 1.0]
[0.407, 1.0]
[0.406, 1.0]
[0.405, 1.0]
[0.404, 1.0]
[0.403, 1.0]
[0.402, 1.0]
[0.401, 1.0]
[0.4, 1.0]
[0.399, 1.0]
[0.398, 1.0]
[0.397, 1.0]
[0.396, 1.0]
[0.395, 1.0]
[0.394, 1.0]
[0.393, 1.0]
[0.392, 1.0]
[0.391, 1.0]
[0.39, 1.0]
[0.389, 1.0]
[0.388, 1.0]
[0.387, 1.0]
[0.386, 1.0]
[0.385, 1.0]
[0.384, 1.0]
[0.383, 1.0]
[0.382, 1.0]
[0.381, 1.0]
[0.38, 1.0]
[0.379, 1.0]
[0.378, 1.0]
[0.377, 1.0]
[0.376, 1.0]
[0.375, 1.0]
[0.374, 1.0]
[0.373, 1.0]
[0.372, 1.0]
[0.371, 1.0]
[0.37, 1.0]
[0.369, 1.0]
[0.368, 1.0]
[0.367, 1.0]
[0.366, 1.0]
[0.365, 1.0]
[0.364, 1.0]
[0.363, 1.0]
[0.362, 1.0]
[0.361, 1.0]
[0.36, 1.0]
[0.359, 1.0]
[0.358, 1.0]
[0.357, 1.0]
[0.356, 1.0]
[0.355, 1.0]
[0.354, 1.0]
[0.353, 1.0]
[0.352, 1.0]
[0.351, 1.0]
[0.35, 1.0]
[0.349, 1.0]
[0.348, 1.0]
[0.347, 1.0]
[0.346, 1.0]
[0.345, 1.0]
[0.344, 1.0]
[0.343, 1.0]
[0.342, 1.0]
[0.341, 1.0]
[0.34, 1.0]
[0.339, 1.0]
[0.338, 1.0]
[0.337, 1.0]
[0.336, 1.0]
[0.335, 1.0]
[0.334, 1.0]
[0.333, 1.0]
[0.332, 1.0]
[0.331, 1.0]
[0.33, 1.0]
[0.329, 1.0]
[0.328, 1.0]
[0.327, 1.0]
[0.326, 1.0]
[0.325, 1.0]
[0.324, 1.0]
[0.323, 1.0]
[0.322, 1.0]
[0.321, 1.0]
[0.32, 1.0]
[0.319, 1.0]
[0.318, 1.0]
[0.317, 1.0]
[0.316, 1.0]
[0.315, 1.0]
[0.314, 1.0]
[0.313, 1.0]
[0.312, 1.0]
[0.311, 1.0]
[0.31, 1.0]
[0.309, 1.0]
[0.308, 1.0]
[0.307, 1.0]
[0.306, 1.0]
[0.305, 1.0]
[0.304, 1.0]
[0.303, 1.0]
[0.302, 1.0]
[0.301, 1.0]
[0.3, 1.0]
[0.299, 1.0]
[0.298, 1.0]
[0.297, 1.0]
[0.296, 1.0]
[0.295, 1.0]
[0.294, 1.0]
[0.293, 1.0]
[0.292, 1.0]
[0.291, 1.0]
[0.29, 1.0]
[0.289, 1.0]
[0.288, 1.0]
[0.287, 1.0]
[0.286, 1.0]
[0.285, 1.0]
[0.284, 1.0]
[0.283, 1.0]
[0.282, 1.0]
[0.281, 1.0]
[0.28, 1.0]
[0.279, 1.0]
[0.278, 1.0]
[0.277, 1.0]
[0.276, 1.0]
[0.275, 1.0]
[0.274, 1.0]
[0.273, 1.0]
[0.272, 1.0]
[0.271, 1.0]
[0.27, 1.0]
[0.269, 1.0]
[0.268, 1.0]
[0.267, 1.0]
[0.266, 1.0]
[0.265, 1.0]
[0.264, 1.0]
[0.263, 1.0]
[0.262, 1.0]
[0.261, 1.0]
[0.26, 1.0]
[0.259, 1.0]
[0.258, 1.0]
[0.257, 1.0]
[0.256, 1.0]
[0.255, 1.0]
[0.254, 1.0]
[0.253, 1.0]
[0.252, 1.0]
[0.251, 1.0]
[0.25, 1.0]
[0.249, 1.0]
[0.248, 1.0]
[0.247, 1.0]
[0.246, 1.0]
[0.245, 1.0]
[0.244, 1.0]
[0.243, 1.0]
[0.242, 1.0]
[0.241, 1.0]
[0.24, 1.0]
[0.239, 1.0]
[0.238, 1.0]
[0.237, 1.0]
[0.236, 1.0]
[0.235, 1.0]
[0.234, 1.0]
[0.233, 1.0]
[0.232, 1.0]
[0.231, 1.0]
[0.23, 1.0]
[0.229, 1.0]
[0.228, 1.0]
[0.227, 1.0]
[0.226, 1.0]
[0.225, 1.0]
[0.224, 1.0]
[0.223, 1.0]
[0.222, 1.0]
[0.221, 1.0]
[0.22, 1.0]
[0.219, 1.0]
[0.218, 1.0]
[0.217, 1.0]
[0.216, 1.0]
[0.215, 1.0]
[0.214, 1.0]
[0.213, 1.0]
[0.212, 1.0]
[0.211, 1.0]
[0.21, 1.0]
[0.209, 1.0]
[0.208, 1.0]
[0.207, 1.0]
[0.206, 1.0]
[0.205, 1.0]
[0.204, 1.0]
[0.203, 1.0]
[0.202, 1.0]
[0.201, 1.0]
[0.2, 1.0]
[0.199, 1.0]
[0.198, 1.0]
[0.197, 1.0]
[0.196, 1.0]
[0.195, 1.0]
[0.194, 1.0]
[0.193, 1.0]
[0.192, 1.0]
[0.191, 1.0]
[0.19, 1.0]
[0.189, 1.0]
[0.188, 1.0]
[0.187, 1.0]
[0.186, 1.0]
[0.185, 1.0]
[0.184, 1.0]
[0.183, 1.0]
[0.182, 1.0]
[0.181, 1.0]
[0.18, 1.0]
[0.179, 1.0]
[0.178, 1.0]
[0.177, 1.0]
[0.176, 1.0]
[0.175, 1.0]
[0.174, 1.0]
[0.173, 1.0]
[0.172, 1.0]
[0.171, 1.0]
[0.17, 1.0]
[0.169, 1.0]
[0.168, 1.0]
[0.167, 1.0]
[0.166, 1.0]
[0.165, 1.0]
[0.164, 1.0]
[0.163, 1.0]
[0.162, 1.0]
[0.161, 1.0]
[0.16, 1.0]
[0.159, 1.0]
[0.158, 1.0]
[0.157, 1.0]
[0.156, 1.0]
[0.155, 1.0]
[0.154, 1.0]
[0.153, 1.0]
[0.152, 1.0]
[0.151, 1.0]
[0.15, 1.0]
[0.149, 1.0]
[0.148, 1.0]
[0.147, 1.0]
[0.146, 1.0]
[0.145, 1.0]
[0.144, 1.0]
[0.143, 1.0]
[0.142, 1.0]
[0.141, 1.0]
[0.14, 1.0]
[0.139, 1.0]
[0.138, 1.0]
[0.137, 1.0]
[0.136, 1.0]
[0.135, 1.0]
[0.134, 1.0]
[0.133, 1.0]
[0.132, 1.0]
[0.131, 1.0]
[0.13, 1.0]
[0.129, 1.0]
[0.128, 1.0]
[0.127, 1.0]
[0.126, 1.0]
[0.125, 1.0]
[0.124, 1.0]
[0.123, 1.0]
[0.122, 1.0]
[0.121, 1.0]
[0.12, 1.0]
[0.119, 1.0]
[0.118, 1.0]
[0.117, 1.0]
[0.116, 1.0]
[0.115, 1.0]
[0.114, 1.0]
[0.113, 1.0]
[0.112, 1.0]
[0.111, 1.0]
[0.11, 1.0]
[0.109, 1.0]
[0.108, 1.0]
[0.107, 1.0]
[0.106, 1.0]
[0.105, 1.0]
[0.104, 1.0]
[0.103, 1.0]
[0.102, 1.0]
[0.101, 1.0]
[0.1, 1.0]
[0.099, 1.0]
[0.098, 1.0]
[0.097, 1.0]
[0.096, 1.0]
[0.095, 1.0]
[0.094, 1.0]
[0.093, 1.0]
[0.092, 1.0]
[0.091, 1.0]
[0.09, 1.0]
[0.089, 1.0]
[0.088, 1.0]
[0.087, 1.0]
[0.086, 1.0]
[0.085, 1.0]
[0.084, 1.0]
[0.083, 1.0]
[0.082, 1.0]
[0.081, 1.0]
[0.08, 1.0]
[0.079, 1.0]
[0.078, 1.0]
[0.077, 1.0]
[0.076, 1.0]
[0.075, 1.0]
[0.074, 1.0]
[0.073, 1.0]
[0.072, 1.0]
[0.071, 1.0]
[0.07, 1.0]
[0.069, 1.0]
[0.068, 1.0]
[0.067, 1.0]
[0.066, 1.0]
[0.065, 1.0]
[0.064, 1.0]
[0.063, 1.0]
[0.062, 1.0]
[0.061, 1.0]
[0.06, 1.0]
[0.059, 1.0]
[0.058, 1.0]
[0.057, 1.0]
[0.056, 1.0]
[0.055, 1.0]
[0.054, 1.0]
[0.053, 1.0]
[0.052, 1.0]
[0.051, 1.0]
[0.05, 1.0]
[0.049, 1.0]
[0.048, 1.0]
[0.047, 1.0]
[0.046, 1.0]
[0.045, 1.0]
[0.044, 1.0]
[0.043, 1.0]
[0.042, 1.0]
[0.041, 1.0]
[0.04, 1.0]
[0.039, 1.0]
[0.038, 1.0]
[0.037, 1.0]
[0.036, 1.0]
[0.035, 1.0]
[0.034, 1.0]
[0.033, 1.0]
[0.032, 1.0]
[0.031, 1.0]
[0.03, 1.0]
[0.029, 1.0]
[0.028, 1.0]
[0.027, 1.0]
[0.026, 1.0]
[0.025, 1.0]
[0.024, 1.0]
[0.023, 1.0]
[0.022, 1.0]
[0.021, 1.0]
[0.02, 1.0]
[0.019, 1.0]
[0.018, 1.0]
[0.017, 1.0]
[0.016, 1.0]
[0.015, 1.0]
[0.014, 1.0]
[0.013, 1.0]
[0.012, 1.0]
[0.011, 1.0]
[0.01, 1.0]
[0.009, 1.0]
[0.008, 1.0]
[0.007, 1.0]
[0.006, 1.0]
[0.005, 1.0]
[0.004, 1.0]
[0.003, 1.0]
[0.002, 1.0]
[0.001, 1.0]
[0.0, 1.0]
[-9.998696880134223E-4, 0.9999990002596075]
[-0.0019997353775863067, 0.9999960010424279]
[-0.0029995930702943776, 0.9999910023604551]
[-0.003999438767745034, 0.9999840042336784]
[-0.004999268471593646, 0.9999750066900833]
[-0.0059990781835598745, 0.9999640097656507]
[-0.006998863905442991, 0.9999510135043563]
[-0.007998621639138205, 0.9999360179581722]
[-0.008998347386652982, 0.9999190231870649]
[-0.009998037150122367, 0.9999000292589958]
[-0.010997686931825304, 0.9998790362499208]
[-0.01199729273420084, 0.9998560442437902]
[-0.0129968505598639, 0.9998310533325482]
[-0.013996356411620932, 0.9998040636161324]
[-0.014995806292486664, 0.9997750752024737]
[-0.015995196205699322, 0.9997440882074957]
[-0.016994522154736937, 0.9997111027551141]
[-0.01799378014333367, 0.9996761189772364]
[-0.018992966175495108, 0.9996391370137617]
[-0.0199920762555146, 0.9996001570125791]
[-0.020991106387989553, 0.9995591791295683]
[-0.02199005257783664, 0.9995162035285983]
[-0.02298891083030866, 0.9994712303815267]
[-0.02398767715100973, 0.9994242598681996]
[-0.024986347545911614, 0.99937529217645]
[-0.025984918021369995, 0.9993243275020982]
[-0.026983384584139816, 0.9992713660489498]
[-0.027981743241391542, 0.9992164080287955]
[-0.028979990000727495, 0.9991594536614105]
[-0.02997812087019714, 0.9991005031745528]
[-0.030976131858313376, 0.9990395568039635]
[-0.03197401897406883, 0.9989766147933647]
[-0.03297177822695118, 0.9989116773944591]
[-0.03396940562695939, 0.9988447448669285]
[-0.03496689718461994, 0.9987758174784342]
[-0.03596424891100254, 0.9987048955046134]
[-0.03696145681773575, 0.998631979229081]
[-0.037958516917023684, 0.998557068943426]
[-0.03895542522166122, 0.9984801649472118]
[-0.03995217774505022, 0.9984012675479749]
[-0.04094877050121591, 0.9983203770612223]
[-0.041945199504821916, 0.9982374938104324]
[-0.042941460771187163, 0.9981526181270521]
[-0.04393755031630104, 0.9980657503504958]
[-0.0449334641568396, 0.9979768908281449]
[-0.04592919831018191, 0.9978860399153445]
[-0.046924748794425236, 0.9977931979754043]
[-0.047920111628401346, 0.9976983653795958]
[-0.04891528283169273, 0.9976015425071505]
[-0.0499102584246479, 0.9975027297452597]
[-0.05090503442839756, 0.9974019274890715]
[-0.05189960686487094, 0.9972991361416907]
[-0.052893971756810966, 0.9971943561141756]
[-0.05388812512779055, 0.9970875878255376]
[-0.05488206300222878, 0.996978831702739]
[-0.05587578140540618, 0.9968680881806913]
[-0.05686927636348094, 0.9967553577022538]
