[0.0, 0.0]
[1.1371991641882777, 0.01919194126342063]
[1.1381603806685514, 0.019467265200880435]
[1.1391210446507731, 0.0197445107702801]
[1.140081152293283, 0.020023676862924732]
[1.1410406997566482, 0.020304762362440214]
[1.1419996832036756, 0.020587766144776254]
[1.1429580987994266, 0.02087268707821153]
[1.1439159427112344, 0.02115952402335847]
[1.1448732111087185, 0.021448275833166917]
[1.1458299001637986, 0.0217389413529296]
[1.1467860060507122, 0.022031519420286146]
[1.1477415249460288, 0.02232600886522823]
[1.1486964530286645, 0.02262240851010381]
[1.149650786479899, 0.02292071716962215]
[1.1506045214833895, 0.023220933650858287]
[1.1515576542251866, 0.02352305675325823]
[1.1525101808937486, 0.023827085268643088]
[1.1534620976799577, 0.024133017981214495]
[1.1544134007771363, 0.024440853667559565]
[1.1553640863810593, 0.024750591096655]
[1.1563141506899712, 0.025062229029872866]
[1.157263589904602, 0.02537576622098493]
[1.1582124002281804, 0.025691201416167986]
[1.1591605778664502, 0.026008533354008934]
[1.1601081190276856, 0.02632776076550948]
[1.1610550199227063, 0.026648882374091444]
[1.1620012767648913, 0.0269718968956019]
[1.1629468857701966, 0.027296803038318218]
[1.1638918431571676, 0.0276235995029532]
[1.164836145146956, 0.027952284982660103]
[1.1657797879633347, 0.02828285816303878]
[1.1667227678327121, 0.02861531772213948]
[1.1676650809841485, 0.028949662330469323]
[1.1686067236493693, 0.029285890650996977]
[1.1695476920627819, 0.029624001339158327]
[1.1704879824614896, 0.029963993042861774]
[1.1714275910853071, 0.030305864402493627]
[1.172366514176776, 0.030649614050923275]
[1.1733047479811787, 0.030995240613509167]
[1.1742422887465542, 0.03134274270810403]
[1.1751791327237135, 0.03169211894506026]
[1.1761152761662523, 0.032043367927235576]
[1.1770507153305707, 0.032396488249999154]
[1.1779854464758823, 0.032751478501236136]
[1.1789194658642337, 0.033108337261354225]
[1.1798527697605166, 0.03346706310328898]
[1.1807853544324853, 0.033827654592509415]
[1.181717216150769, 0.0341901102870242]
[1.182648351188889, 0.03455442873738679]
[1.1835787558232713, 0.03492060848670184]
[1.1845084263332644, 0.03528864807063047]
[1.1854373590011509, 0.03565854601739659]
[1.1863655501121653, 0.03603030084779237]
[1.1872929959545067, 0.03640391107518485]
[1.1882196928193554, 0.03677937520552092]
[1.1891456370008855, 0.037156691737333915]
[1.1900708247962821, 0.03753585916174961]
[1.1909952525057548, 0.03791687596249204]
[1.1919189164325525, 0.03829974061588956]
[1.1928418128829792, 0.03868445159088123]
[1.1937639381664071, 0.03907100734902258]
[1.1946852885952923, 0.039459406344492035]
[1.1956058604851905, 0.039849647024096956]
[1.1965256501547696, 0.040241727827279763]
[1.1974446539258259, 0.04063564718612429]
[1.1983628681232992, 0.04103140352536258]
[1.1992802890752863, 0.041428995262379885]
[1.2001969131130554, 0.041828420807222245]
[1.2011127365710628, 0.04222967856260232]
[1.202027755786965, 0.04263276692390565]
[1.202941967101636, 0.043037684279197436]
[1.2038553668591796, 0.0434444290092286]
[1.2047679514069456, 0.043852999487442784]
[1.2056797170955427, 0.04426339407998233]
[1.2065906602788556, 0.04467561114569492]
[1.2075007773140574, 0.04508964903614037]
[1.2084100645616245, 0.0455055060955969]
[1.2093185183853532, 0.045923180661068555]
[1.2102261351523707, 0.046342671062290494]
[1.211132911233153, 0.04676397562173685]
[1.2120388430015372, 0.04718709265462678]
[1.2129439268347364, 0.04761202046893158]
[1.213848159113356, 0.04803875736538123]
[1.2147515362214056, 0.04846730163747128]
[1.2156540545463144, 0.04889765157146962]
[1.216555710478947, 0.04932980544642351]
[1.2174565004136155, 0.049763761534166125]
[1.2183564207480955, 0.05019951809932354]
[1.2192554678836405, 0.05063707339932245]
[1.2201536382249956, 0.05107642568439581]
[1.2210509281804118, 0.05151757319759065]
[1.2219473341616613, 0.05196051417477508]
[1.2228428525840505, 0.052405246844644975]
[1.2237374798664369, 0.0528517694287321]
[1.2246312124312388, 0.0533000801414089]
[1.2255240467044555, 0.053750177189898864]
[1.2264159791156755, 0.05420205877428055]
[1.2273070060980962, 0.05465572308749711]
[1.2281971240885354, 0.05511116831536265]
[1.2290863295274448, 0.055568392636569]
[1.2299746188589264, 0.056027394222693656]
[1.2308619885307452, 0.056488171238206916]
[1.2317484349943437, 0.05695072184047927]
[1.232633954704857, 0.05741504417978854]
[1.2335185441211254, 0.05788113639932754]
[1.23440219970571, 0.058348996635211564]
[1.2352849179249064, 0.05881862301648528]
[1.2361666952487576, 0.05929001366513091]
[1.2370475281510704, 0.059763166696075475]
[1.2379274131094276, 0.06023808021719776]
[1.2388063466052037, 0.0607147523293375]
[1.2396843251235772, 0.061193181126300886]
[1.2405613451535455, 0.061673364694869635]
[1.2414374031879392, 0.06215530111480797]
[1.2423124957234362, 0.06263898845887081]
[1.243186619260575, 0.063124424792811]
[1.2440597703037686, 0.06361160817538729]
[1.2449319453613201, 0.06410053665837205]
[1.245803140945435, 0.06459120828655904]
[1.2466733535722356, 0.06508362109777141]
[1.2475425797617747, 0.06557777312286914]
[1.24841081603805, 0.06607366238575701]
[1.249278058929019, 0.0665712869033934]
[1.2501443049666099, 0.06707064468579682]
[1.2510095506867385, 0.06757173373605463]
[1.2518737926293202, 0.06807455205033103]
[1.2527370273382847, 0.06857909761787483]
[1.2535992513615892, 0.06908536842102773]
[1.2544604612512338, 0.06959336243523222]
[1.2553206535632726, 0.07010307762903983]
[1.2561798248578298, 0.07061451196411907]
[1.2570379716991125, 0.0711276633952636]
[1.2578950906554236, 0.07164252987040044]
[1.2587511782991787, 0.07215910933059871]
[1.2596062312069156, 0.07267739971007689]
[1.2604602459593106, 0.07319739893621159]
[1.2613132191411918, 0.07371910492954589]
[1.2621651473415516, 0.07424251560379753]
[1.2630160271535622, 0.07476762886586744]
[1.263865855174588, 0.07529444261584786]
[1.2647146280061994, 0.07582295474703074]
[1.2655623422541862, 0.07635316314591642]
[1.266408994528572, 0.07688506569222199]
[1.2672545814436267, 0.07741866025888948]
[1.2680990996178807, 0.07795394471209453]
[1.2689425456741386, 0.07849091691125568]
[1.2697849162394916, 0.07902957470904153]
[1.2706262079453328, 0.07956991595138022]
[1.2714664174273684, 0.0801119384774678]
[1.2723055413256332, 0.0806556401197771]
[1.273143576284503, 0.08120101870406614]
[1.273980518952708, 0.08174807204938701]
[1.274816365983347, 0.0822967979680942]
[1.2756511140338993, 0.082847194265854]
[1.2764847597662403, 0.08339925874165277]
[1.277317299846652, 0.08395298918780583]
[1.2781487309458388, 0.08450838338996612]
[1.27897904973894, 0.08506543912713414]
[1.2798082529055428, 0.08562415417166516]
[1.2806363371296947, 0.08618452628927918]
[1.2814632990999197, 0.08674655323906962]
[1.282289135509228, 0.08731023277351233]
[1.283113843055132, 0.08787556263847437]
[1.2839374184396577, 0.0884425405732236]
[1.284759858369359, 0.0890111643104368]
[1.2855811595553295, 0.0895814315762097]
[1.286401318713218, 0.09015334009006529]
[1.287220332563239, 0.09072688756496314]
[1.2880381978301885, 0.09130207170730956]
[1.2888549112434542, 0.09187889021696481]
[1.2896704695370305, 0.09245734078725411]
[1.290484869449531, 0.09303742110497563]
[1.291298107724202, 0.09361912885041061]
[1.292110181108935, 0.09420246169733207]
[1.2929210863562794, 0.09478741731301438]
[1.2937308202234563, 0.09537399335824256]
[1.2945393794723714, 0.09596218748732144]
[1.2953467608696272, 0.09655199734808542]
[1.2961529611865363, 0.09714342058190743]
[1.2969579771991346, 0.09773645482370853]
[1.2977618056881943, 0.09833109770196796]
[1.2985644434392358, 0.09892734683873135]
[1.2993658872425426, 0.09952519984962196]
[1.3001661338931703, 0.10012465434384762]
[1.3009651801909647, 0.10072570792421386]
[1.3017630229405688, 0.10132835818712943]
[1.3025596589514417, 0.10193260272262017]
[1.3033550850378652, 0.10253843911433438]
[1.304149298018962, 0.10314586493955664]
[1.3049422947187035, 0.10375487776921306]
[1.305734071965929, 0.10436547516788659]
[1.3065246265943486, 0.10497765469381966]
[1.3073139554425672, 0.10559141389893165]
[1.3081020553540874, 0.10620675032882185]
[1.3088889231773289, 0.10682366152278416]
[1.3096745557656373, 0.10744214501381436]
[1.310458949977298, 0.10806219832862053]
[1.3112421026755487, 0.10868381898763346]
[1.3120240107285916, 0.10930700450501599]
[1.312804671009607, 0.10993175238867309]
[1.3135840803967642, 0.11055806014026205]
[1.3143622357732345, 0.11118592525520199]
[1.315139134027205, 0.11181534522268492]
[1.3159147720518896, 0.11244631752568437]
[1.3166891467455415, 0.1130788396409664]
[1.3174622550114654, 0.11371290903909925]
[1.3182340937580321, 0.11434852318446388]
[1.3190046598986873, 0.11498567953526362]
[1.3197739503519672, 0.11562437554353483]
[1.3205419620415086, 0.11626460865515661]
[1.3213086918960621, 0.11690637630986146]
[1.3220741368495046, 0.11754967594124509]
[1.3228382938408512, 0.11819450497677712]
[1.323601159814267, 0.11884086083781062]
[1.324362731719081, 0.11948874093959393]
[1.3251230065097963, 0.1201381426912792]
[1.3258819811461031, 0.12078906349593375]
[1.3266396525928907, 0.1214415007505503]
[1.3273960178202606, 0.12209545184605725]
[1.328151073803537, 0.12275091416732943]
[1.32890481752328, 0.12340788509319817]
[1.3296572459652978, 0.12406636199646193]
[1.3304083561206577, 0.12472634224389696]
[1.3311581449856988, 0.1253878231962675]
[1.3319066095620442, 0.12605080220833645]
[1.3326537468566138, 0.12671527662887683]
[1.3333995538816334, 0.12738124380068064]
[1.3341440276546495, 0.12804870106057065]
[1.3348871651985406, 0.12871764573941108]
[1.3356289635415273, 0.12938807516211773]
[1.3363694197171874, 0.1300599866476693]
[1.3371085307644646, 0.13073337750911732]
[1.3378462937276823, 0.1314082450535978]
[1.338582705656555, 0.13208458658234126]
[1.3393177636061995, 0.1327623993906841]
[1.340051464637147, 0.1334416807680787]
[1.3407838058153556, 0.1341224279981048]
[1.3415147842122215, 0.13480463835848092]
[1.3422443969045894, 0.13548830912107382]
[1.3429726409747669, 0.13617343755191036]
[1.3436995135105334, 0.1368600209111882]
[1.344425011605154, 0.13754805645328697]
[1.3451491323573892, 0.13823754142677894]
[1.3458718728715082, 0.1389284730744401]
[1.3465932302572994, 0.13962084863326157]
[1.3473132016300826, 0.1403146653344599]
[1.3480317841107197, 0.14100992040348886]
[1.3487489748256267, 0.1417066110600498]
[1.349464770906786, 0.1424047345181042]
[1.3501791694917564, 0.14310428798588282]
[1.3508921677236856, 0.14380526866589832]
[1.3516037627513209, 0.14450767375495582]
[1.3523139517290208, 0.14521150044416442]
[1.3530227318167674, 0.14591674591894815]
[1.353730100180176, 0.14662340735905752]
[1.354436053990508, 0.14733148193858062]
[1.355140590424681, 0.14804096682595433]
[1.3558437066652809, 0.14875185918397596]
[1.3565453999005732, 0.14946415616981426]
[1.3572456673245128, 0.15017785493502056]
[1.357944506136758, 0.15089295262554156]
[1.3586419135426793, 0.1516094463817289]
[1.3593378867533707, 0.15232733333835147]
[1.3600324229856624, 0.15304661062460695]
[1.3607255194621306, 0.15376727536413307]
[1.3614171734111091, 0.1544893246750193]
[1.3621073820667007, 0.15521275566981818]
[1.3627961426687871, 0.15593756545555687]
[1.363483452463041, 0.15666375113374903]
[1.3641693087009374, 0.15739130980040603]
[1.3648537086397632, 0.15812023854604854]
[1.3655366495426295, 0.15885053445571845]
[1.3662181286784818, 0.1595821946089909]
[1.3668981433221115, 0.16031521607998497]
[1.367576690754166, 0.16104959593737572]
[1.3682537682611602, 0.16178533124440644]
[1.3689293731354863, 0.16252241905889964]
[1.3696035026754285, 0.16326085643327037]
[1.3702761541851665, 0.16400064041453463]
[1.370947324974794, 0.16474176804432614]
[1.3716170123603242, 0.16548423635890258]
[1.3722852136637038, 0.16622804238916303]
[1.3729519262128198, 0.16697318316065402]
[1.3736171473415166, 0.16771965569358838]
[1.3742808743895987, 0.16846745700284935]
[1.3749431047028482, 0.16921658409800971]
[1.3756038356330305, 0.1699670339833375]
[1.3762630645379088, 0.1707188036578136]
[1.3769207887812518, 0.1714718901151395]
[1.3775770057328456, 0.1722262903437516]
[1.378231712768504, 0.17298200132683217]
[1.3788849072700782, 0.1737390200423221]
[1.3795365866254687, 0.17449734346293275]
[1.3801867482286347, 0.17525696855615736]
[1.3808353894796057, 0.17601789228428522]
[1.3814825077844897, 0.1767801116044112]
[1.382128100555485, 0.17754362346844949]
[1.3827721652108917, 0.17830842482314552]
[1.3834146991751197, 0.1790745126100881]
[1.3840556998787001, 0.17984188376572155]
[1.3846951647582961, 0.18061053522135814]
[1.3853330912567121, 0.18138046390319015]
[1.3859694768229047, 0.18215166673230254]
[1.386604318911992, 0.1829241406246847]
[1.3872376149852652, 0.18369788249124297]
[1.3878693625101979, 0.18447288923781388]
[1.3884995589604554, 0.18524915776517514]
[1.389128201815907, 0.18602668496905858]
[1.3897552885626336, 0.1868054677401628]
[1.3903808166929397, 0.1875855029641654]
[1.3910047837053618, 0.1883667875217356]
[1.3916271871046806, 0.1891493182885464]
[1.3922480244019284, 0.1899330921352874]
[1.3928672931144006, 0.19071810592767702]
[1.3934849907656655, 0.1915043565264753]
[1.3941011148855742, 0.19229184078749637]
[1.3947156630102693, 0.19308055556162054]
[1.3953286326821974, 0.1938704976948084]
[1.3959400214501156, 0.1946616640281115]
[1.3965498268691043, 0.19545405139768593]
[1.3971580465005748, 0.1962476566348051]
[1.39776467791228, 0.19704247656587218]
[1.3983697186783244, 0.19783850801243272]
[1.3989731663791731, 0.19863574779118778]
[1.3995750186016622, 0.19943419271400586]
[1.4001752729390073, 0.20023383958793659]
[1.400773926990815, 0.2010346852152228]
[1.4013709783630903, 0.20183672639331354]
[1.4019664246682473, 0.20263995991487668]
[1.4025602635251202, 0.20344438256781291]
[1.4031524925589698, 0.20424999113526657]
[1.4037431094014947, 0.20505678239564]
[1.4043321116908407, 0.20586475312260596]
[1.4049194970716108, 0.20667390008512052]
[1.4055052631948732, 0.20748422004743622]
[1.4060894077181716, 0.2082957097691144]
[1.4066719283055344, 0.2091083660050391]
[1.4072528226274845, 0.20992218550542918]
[1.4078320883610478, 0.2107371650158517]
[1.408409723189762, 0.2115533012772346]
[1.4089857248036892, 0.21237059102588096]
[1.40956009089942, 0.21318903099348024]
[1.4101328191800866, 0.21400861790712247]
[1.410703907355371, 0.21482934848931098]
[1.4112733531415131, 0.21565121945797575]
[1.4118411542613212, 0.21647422752648635]
[1.4124073084441804, 0.21729836940366523]
[1.4129718134260623, 0.21812364179380056]
[1.4135346669495326, 0.21895004139665986]
[1.414095866763762, 0.21977756490750283]
[1.4146554106245337, 0.22060620901709485]
[1.4152132962942534, 0.2214359704117195]
[1.4157695215419583, 0.22226684577319356]
[1.4163240841433244, 0.2230988317788781]
[1.4168769818806777, 0.22393192510169302]
[1.4174282125430007, 0.22476612241013016]
[1.4179777739259436, 0.22560142036826658]
[1.4185256638318315, 0.22643781563577772]
[1.4190718800696738, 0.2272753048679512]
[1.4196164204551727, 0.22811388471569966]
[1.420159282810732, 0.22895355182557456]
[1.420700464965466, 0.2297943028397794]
[1.4212399647552079, 0.23063613439618308]
[1.421777780022519, 0.23147904312833334]
[1.4223139086166972, 0.23232302566547122]
[1.4228483483937842, 0.23316807863254257]
[1.423381097216576, 0.2340141986502132]
[1.4239121529546306, 0.23486138233488152]
[1.4244415134842765, 0.23570962629869263]
[1.4249691766886212, 0.2365589271495511]
[1.4254951404575602, 0.23740928149113655]
[1.426019402687784, 0.23826068592291325]
[1.4265419612827885, 0.23911313704014903]
[1.4270628141528814, 0.23996663143392272]
[1.4275819592151933, 0.2408211656911454]
[1.428099394393682, 0.24167673639456547]
[1.4286151176191444, 0.24253334012279004]
[1.429129126829223, 0.2433909734502923]
[1.4296414199684153, 0.2442496329474309]
[1.4301519949880797, 0.24510931518045814]
[1.4306608498464473, 0.2459700167115389]
[1.4311679825086268, 0.24683173409876047]
[1.4316733909466135, 0.24769446389614808]
[1.4321770731392993, 0.24855820265367845]
[1.4326790270724783, 0.2494229469172931]
[1.4331792507388559, 0.2502886932289138]
[1.4336777421380567, 0.25115543812645374]
[1.434174499276633, 0.2520231781438336]
[1.4346695201680724, 0.25289190981099424]
[1.4351628028328045, 0.25376162965391125]
[1.4356543452982118, 0.25463233419460823]
[1.4361441455986343, 0.25550401995117134]
[1.4366322017753796, 0.25637668343776265]
[1.4371185118767298, 0.2572503211646344]
[1.4376030739579497, 0.25812492963814304]
[1.4380858860812937, 0.2590005053607627]
[1.4385669463160147, 0.2598770448310994]
[1.4390462527383718, 0.26075454454390634]
[1.4395238034316369, 0.2616330009900954]
[1.4399995964861028, 0.262512410656753]
[1.4404736299990917, 0.2633927700271538]
[1.4409459020749613, 0.26427407558077437]
[1.4414164108251146, 0.26515632379330784]
[1.4418851543680042, 0.26603951113667734]
[1.4423521308291436, 0.2669236340790507]
[1.4428173383411114, 0.2678086890848542]
[1.4432807750435601, 0.26869467261478697]
[1.4437424390832252, 0.26958158112583486]
[1.444202328613929, 0.2704694110712844]
[1.4446604417965918, 0.27135815890073867]
[1.4451167767992361, 0.2722478210601288]
[1.4455713317969958, 0.2731383939917299]
[1.4460241049721227, 0.2740298741341752]
[1.4464750945139948, 0.2749222579224697]
[1.446924298619122, 0.27581554178800516]
[1.4473717154911547, 0.2767097221585735]
[1.4478173433408892, 0.2776047954583819]
[1.4482611803862773, 0.2785007581080665]
[1.4487032248524319, 0.2793976065247074]
[1.4491434749716339, 0.2802953371218415]
[1.4495819289833403, 0.2811939463094796]
[1.4500185851341898, 0.28209343049411767]
[1.4504534416780117, 0.28299378607875314]
[1.4508864968758317, 0.2838950094628984]
[1.4513177489958777, 0.284797097042596]
[1.45174719631359, 0.28570004521043224]
[1.4521748371116248, 0.2866038503555521]
[1.4526006696798632, 0.2875085088636736]
[1.4530246923154169, 0.2884140171171021]
[1.4534469033226356, 0.28932037149474477]
[1.453867301013114, 0.2902275683721255]
[1.4542858837056978, 0.29113560412139833]
[1.454702649726491, 0.292044475111364]
[1.455117597408862, 0.292954177707482]
[1.4555307250934513, 0.29386470827188654]
[1.455942031128177, 0.29477606316340094]
[1.4563515138682421, 0.29568823873755196]
[1.456759171676141, 0.29660123134658456]
[1.4571650029216654, 0.29751503733947643]
[1.4575690059819122, 0.2984296530619523]
[1.4579711792412882, 0.2993450748564994]
[1.4583715210915185, 0.30026129906238086]
[1.458770029931651, 0.3011783220156515]
[1.4591667041680643, 0.30209614004917124]
[1.4595615422144739, 0.3030147494926218]
[1.4599545424919365, 0.3039341466725191]
[1.4603457034288603, 0.304854327912229]
[1.4607350234610068, 0.30577528953198213]
[1.4611225010315008, 0.3066970278488883]
[1.4615081345908343, 0.30761953917695156]
[1.461891922596873, 0.30854281982708437]
[1.462273863514864, 0.309466866107123]
[1.4626539558174398, 0.31039167432184184]
[1.4630321979846261, 0.31131724077296846]
[1.463408588503847, 0.31224356175919776]
[1.4637831258699314, 0.31317063357620845]
[1.4641558085851183, 0.3140984525166752]
[1.464526635159065, 0.31502701487028695]
[1.4648956041088486, 0.315956316923757]
[1.465262713958978, 0.31688635496084355]
[1.465627963241394, 0.3178171252623588]
[1.4659913504954794, 0.3187486241061896]
[1.4663528742680618, 0.3196808477673063]
[1.4667125331134223, 0.320613792517784]
[1.4670703255932986, 0.3215474546268106]
[1.4674262502768924, 0.3224818303607092]
[1.4677803057408743, 0.3234169159829448]
[1.4681324905693904, 0.3243527077541486]
[1.4684828033540671, 0.32528920193212313]
[1.4688312426940173, 0.32622639477186577]
[1.4691778071958448, 0.32716428252557683]
[1.4695224954736523, 0.3281028614426808]
[1.4698653061490436, 0.32904212776983505]
[1.4702062378511331, 0.3299820777509511]
[1.4705452892165471, 0.33092270762720377]
[1.470882458889433, 0.33186401363705176]
[1.4712177455214612, 0.3328059920162465]
[1.4715511477718346, 0.33374863899785556]
[1.4718826643072893, 0.33469195081226655]
[1.472212293802104, 0.33563592368721423]
[1.4725400349381033, 0.3365805538477866]
[1.4728658864046624, 0.337525837516444]
[1.473189846898714, 0.3384717709130332]
[1.4735119151247524, 0.33941835025480294]
[1.4738320897948396, 0.34036557175641896]
[1.4741503696286091, 0.34131343162997874]
[1.474466753353272, 0.342261926085027]
[1.474781239703622, 0.34321105132857105]
[1.47509382742204, 0.344160803565095]
[1.4754045152585002, 0.345111178996577]
[1.475713301970574, 0.3460621738225018]
[1.4760201863234346, 0.3470137842398776]
[1.4763251670898634, 0.3479660064432511]
[1.4766282430502546, 0.34891883662472206]
[1.4769294129926187, 0.3498722709739593]
[1.4772286757125885, 0.35082630567821554]
[1.4775260300134239, 0.35178093692234264]
[1.4778214747060168, 0.3527361608888068]
[1.478115008608895, 0.35369197375770434]
[1.4784066305482277, 0.3546483717067761]
[1.47869633935783, 0.3556053509114232]
[1.4789841338791676, 0.3565629075447233]
[1.4792700129613614, 0.35752103777744376]
[1.4795539754611915, 0.3584797377780588]
[1.4798360202431031, 0.35943900371276377]
[1.4801161461792098, 0.3603988317454912]
[1.4803943521492988, 0.36135921803792553]
[1.4806706370408351, 0.36232015874951895]
[1.4809449997489663, 0.36328165003750656]
[1.481217439176526, 0.3642436880569214]
[1.4814879542340398, 0.36520626896061076]
[1.481756543839728, 0.36616938889924994]
[1.4820232069195114, 0.3671330440213602]
[1.4822879424070148, 0.3680972304733214]
[1.4825507492435703, 0.36906194439938883]
[1.4828116263782245, 0.3700271819417087]
[1.4830705727677391, 0.37099293924033305]
[1.4833275873765979, 0.3719592124332357]
[1.4835826691770087, 0.37292599765632717]
[1.4838358171489097, 0.37389329104347063]
[1.4840870302799718, 0.37486108872649687]
[1.484336307565603, 0.3758293868352202]
[1.4845836480089538, 0.3767981814974537]
[1.4848290506209185, 0.3777674688390243]
[1.4850725144201418, 0.37873724498379]
[1.4853140384330212, 0.379707506053653]
[1.4855536216937117, 0.38067824816857637]
[1.485791263244129, 0.3816494674465997]
[1.4860269621339532, 0.3826211600038546]
[1.4862607174206341, 0.3835933219545798]
[1.4864925281693933, 0.3845659494111369]
[1.4867223934532279, 0.38553903848402615]
[1.486950312352916, 0.3865125852819018]
[1.4871762839570184, 0.3874865859115877]
[1.4874003073618836, 0.38846103647809205]
[1.48762238167165, 0.38943593308462554]
[1.487842505998252, 0.3904112718326137]
[1.4880606794614204, 0.39138704882171427]
[1.4882769011886876, 0.3923632601498326]
[1.4884911703153914, 0.39333990191313706]
[1.4887034859846782, 0.39431697020607487]
[1.488913847347505, 0.39529446112138744]
[1.4891222535626452, 0.3962723707501261]
[1.4893287037966907, 0.3972506951816679]
[1.4895331972240544, 0.398229430503731]
[1.4897357330269756, 0.3992085728023905]
[1.4899363103955203, 0.4001881181620935]
[1.4901349285275884, 0.40116806266567656]
[1.4903315866289133, 0.402148402394379]
[1.4905262839130666, 0.4031291334278593]
[1.4907190196014617, 0.4041102518442132]
[1.4909097929233555, 0.405091753719984]
[1.4910986031158533, 0.40607363513018524]
[1.49128544942391, 0.4070558921483092]
[1.4914703311003348, 0.40803852084634945]
[1.4916532474057926, 0.40902151729480984]
[1.491834197608808, 0.41000487756272713]
[1.4920131809857686, 0.4109885977176792]
[1.4921901968209268, 0.4119726738258097]
[1.4923652444064026, 0.41295710195183377]
[1.4925383230421876, 0.41394187815906286]
[1.4927094320361471, 0.41492699850941317]
[1.4928785707040229, 0.41591245906342794]
[1.493045738369435, 0.41689825588028656]
[1.4932109343638882, 0.4178843850178272]
[1.4933741580267683, 0.4188708425325556]
[1.4935354087053512, 0.41985762447966773]
[1.493694685754801, 0.4208447269130588]
[1.4938519885381754, 0.4218321458853459]
[1.4940073164264263, 0.4228198774478763]
[1.4941606687984035, 0.4238079176507521]
[1.4943120450408567, 0.42479626254283626]
[1.4944614445484383, 0.42578490817177683]
[1.4946088667237054, 0.4267738505840175]
[1.4947543109771222, 0.4277630858248157]
[1.494897776727063, 0.4287526099382576]
[1.4950392633998135, 0.4297424189672743]
[1.495178770429574, 0.4307325089536575]
[1.4953162972584615, 0.4317228759380755]
[1.4954518433365112, 0.43271351596008867]
[1.4955854081216793, 0.43370442505816525]
[1.4957169910798462, 0.4346955992696988]
[1.4958465916848158, 0.4356870346310212]
[1.4959742094183208, 0.43667872717742057]
[1.4960998437700228, 0.4376706729431564]
[1.4962234942375146, 0.43866286796147597]
[1.496345160326323, 0.4396553082646293]
[1.4964648415499096, 0.4406479898838858]
[1.496582537429674, 0.44164090884954993]
[1.4966982474949548, 0.4426340611909768]
[1.4968119712830321, 0.44362744293658835]
[1.4969237083391287, 0.44462105011388875]
[1.4970334582164129, 0.445614878749482]
[1.4971412204759982, 0.44660892486908516]
[1.497246994686948, 0.4476031844975459]
[1.4973507804262753, 0.44859765365885823]
[1.4974525772789453, 0.4495923283761782]
[1.4975523848378756, 0.4505872046718398]
[1.4976502027039398, 0.451582278567371]
[1.4977460304859682, 0.4525775460835094]
[1.497839867800749, 0.4535730032402187]
[1.4979317142730306, 0.45456864605670383]
[1.4980215695355223, 0.45556447055142746]
[1.4981094332288962, 0.4565604727421252]
[1.4981953050017893, 0.4575566486458235]
[1.4982791845108034, 0.45855299427885277]
[1.4983610714205073, 0.45954950565686514]
[1.498440965403439, 0.4605461787948499]
[1.4985188661401045, 0.4615430097071494]
[1.498594773318983, 0.46253999440747523]
[1.498668686636524, 0.46353712890892373]
[1.4987406057971506, 0.46453440922399253]
[1.4988105305132615, 0.4655318313645959]
[1.49887846050523, 0.46652939134208105]
[1.4989443955014072, 0.4675270851672439]
[1.499008335238121, 0.46852490885034487]
[1.499070279459679, 0.46952285840112606]
[1.499130227918369, 0.4705209298288254]
[1.4991881803744591, 0.4715191191421934]
[1.4992441365961995, 0.4725174223495094]
[1.499298096359824, 0.4735158354585973]
[1.4993500594495488, 0.4745143544768414]
[1.499400025657576, 0.4755129754112026]
[1.4994479947840929, 0.4765116942682341]
[1.499493966637272, 0.4775105070540974]
[1.4995379410332743, 0.4785094097745789]
[1.4995799177962477, 0.4795083984351043]
[1.4996198967583287, 0.4805074690407573]
[1.4996578777596428, 0.4815066175962926]
[1.499693860648306, 0.4825058401061534]
[1.4997278452804235, 0.48350513257448724]
[1.4997598315200922, 0.484504491005162]
[1.4997898192394004, 0.4855039114017818]
[1.4998178083184286, 0.4865033897677028]
[1.4998437986452493, 0.4875029221060495]
[1.4998677901159283, 0.48850250441973037]
[1.4998897826345243, 0.48950213271145426]
[1.4999097761130906, 0.49050180298374596]
[1.4999277704716738, 0.4915015112389621]
[1.499943765638315, 0.49250125347930857]
[1.4999577615490503, 0.4935010257068542]
[1.4999697581479106, 0.4945008239235484]
[1.4999797553869219, 0.4955006441312359]
[1.4999877532261057, 0.4965004823316755]
[1.4999937516334787, 0.49750033452655085]
[1.499997750585054, 0.49850019671749324]
[1.4999997500648394, 0.4995000649060904]
[1.4999997500648394, 0.5004999350939098]
[1.499997750585054, 0.5014998032825065]
[1.4999937516334787, 0.5024996654734494]
[1.4999877532261057, 0.5034995176683243]
[1.4999797553869219, 0.5044993558687638]
[1.4999697581479106, 0.5054991760764513]
[1.4999577615490503, 0.5064989742931459]
[1.499943765638315, 0.5074987465206912]
[1.4999277704716738, 0.5084984887610381]
[1.4999097761130906, 0.5094981970162543]
[1.4998897826345243, 0.5104978672885464]
[1.4998677901159283, 0.5114974955802698]
[1.4998437986452493, 0.5124970778939512]
[1.4998178083184286, 0.5134966102322969]
[1.4997898192394004, 0.5144960885982184]
[1.4997598315200922, 0.5154955089948378]
[1.4997278452804235, 0.516494867425513]
[1.499693860648306, 0.5174941598938465]
[1.4996578777596428, 0.5184933824037072]
[1.4996198967583287, 0.5194925309592424]
[1.4995799177962477, 0.5204916015648954]
[1.4995379410332743, 0.5214905902254213]
[1.499493966637272, 0.5224894929459027]
[1.4994479947840929, 0.5234883057317661]
[1.499400025657576, 0.5244870245887971]
[1.4993500594495488, 0.5254856455231582]
